title,artist,album,lyrics,original description,New Description
그때 헤어지면 돼,로이킴,그때 헤어지면 돼,"나를 사랑하는 법은 어렵지 않아요
지금 모습 그대로 나를 꼭 안아주세요
우리 나중에는 어떻게 될진 몰라도
정해지지 않아서 그게 나는 좋아요
남들이 뭐라는 게 뭐가 중요해요
서로가 없음 죽겠는데 뭐를 고민해요
우리 함께 더 사랑해도 되잖아요
네가 다른 사람이 좋아지면
내가 너 없는 게 익숙해지면
그때가 오면 그때가 되면
그때 헤어지면 돼
너를 사랑하는 법도 어렵지 않아요
한 번 더 웃어주고 조금 더 아껴주면
우리 사랑하는 법도 어렵지 않아요
매일 처음 만난 눈빛으로
서로를 바라봐 주면
남들이 뭐라는 게 뭐가 중요해요
서로가 없음 죽겠는데 뭐를 고민해요
우리 함께 더 사랑해도 되잖아요
네가 다른 사람이 좋아지면
내가 너 없는 게 익숙해지면
그때가 오면 그때가 되면 그때
그때 그때
네가 원하든 말든 널 잡을 거고
내가 더 이상 지쳐 걷지 못할 때
그때가 오면 그때가 되면
그때 헤어지면 돼
그때 헤어지면 돼","헤어지는 그 때 조차 내가 정하겠다는, 결국엔 헤어질 수 없는 우리의 사이를 이야기하는 다소 이기적이기도 한 남자의 애절한 마음을 표현한 곡이다.","사랑은 서로를 꼭 안아주고, 어렵지 않아요. 헤어질 때가 오면, 마주할 우리의 마음을 담은 곡입니다."
여행,볼빨간사춘기,Red Diary Page.2,"저 오늘 떠나요 공항으로
핸드폰 꺼 놔요
제발 날 찾진 말아줘
시끄럽게 소리를 질러도
어쩔 수 없어 나
가볍게 손을 흔들며 bye bye
쉬지 않고 빛났던 꿈같은
my youth
이리저리 치이고 또 망가질 때쯤
지쳤어 나 미쳤어
나 떠날 거야 다 비켜
I fly away
Take me to London
Paris New York city들
아름다운 이 도시에 빠져서 나
Like I'm a bird bird
날아다니는 새처럼
난 자유롭게 fly fly
나 숨을 셔
Take me to new world anywhere
어디든
답답한 이 곳을 벗어 나기만 하면
Shining light light
빛나는 my youth
자유롭게 fly fly
나 숨을 셔
저 이제 쉬어요 떠날 거예요
노트북 꺼 놔요
제발 날 잡진 말아줘
시끄럽게 소리를 질러도
어쩔 수 없어 나
가볍게 손을 흔들며 see ya
쉬지 않고 빛났던 꿈같은
my youth
이리 저리 치이고 또 망가질 때쯤
지쳤어 나 미쳤어
나 떠날 거야 다 비켜
I fly away
Take me to London Paris
New York city들
아름다운 이 도시에 빠져서 나
Like I'm a bird bird
날아 다니는 새처럼
난 자유롭게 fly fly
나 숨을 셔
Take me to new world anywhere
어디든
답답한 이 곳을 벗어 나기만 하면
Shining light light
빛나는 my youth
자유롭게 fly fly
나 숨을 셔
I can fly away
Fly always always always
Take me to new world anywhere
어디든
답답한 이 곳을 벗어 나기만 하면
Shining light light
빛나는 my youth
자유롭게 fly fly
나 숨을 셔",,"청춘의 빛나는 꿈과 자유를 향한 갈증을 담은 곡. 공항을 향한 떠남의 강렬한 열망이 담겨 있으며, 새로운 세계로의 날아갈 용기를 노래한다."
별이 빛나는 밤,마마무 (Mamamoo),Yellow Flower,"손끝이 시리더니 벌써 봄이 왔네
꿈같은 바람이 불어 곳곳에
여느 때 와는 다른 듯한
이 기분이 반가워
내일은 좀 다른 날이 되려나
어둠의 그림자 깊은 이 밤에 남겨진
달이 달이 밝아와
빛을 그리고 있어
내 몸에서 널 뺀 만큼
욕조에 물이 미련이 되어 넘쳐흘러
한숨이 가득 그 공간을 채워
새벽이 찾아오면
혼자 남겨질 때면
Starry night
별이 빛나는 밤
네가 휘휘휘 불어와
너와 나 나눈 수많은 밤
나를 취하게 만들어
별이 빛나는 밤
야야야야이야
별이 빛나는 밤
야야야야야야야 별이 빛나는 밤
겨울이 지나고 또다시 꽃은 피고
따뜻한 공기 냄새가 날 감싸
달라진 거 없는
똑같은 일상이 반복돼
그래도 내일을 기다려봐
하루에 끝에서 이 자리에 남아서
날이 날이 새도록
너를 그리고 있어
Do you want me to leave
No 난 그 자리 그대로
까만 밤하늘에 가려
잠시 보이지 않는 거야
새벽이 찾아오면
혼자 남겨질 때면
Starry night
별이 빛나는 밤
네가 휘휘휘 불어와
너와 나 나눈 수많은 밤
나를 취하게 만들어
별이 빛나는 밤
야야야야이야
별이 빛나는 밤
야야야야야야야 별이 빛나는 밤
Starry Starry Night
네가 없는 밤
가슴이 공허해
우리의 풍경이 저물어가
현실을 부정해 눈을 감아도
네가 보여 왜 아른거려
Leave me alone
무너져 가네
Starry night
별이 빛나는 밤
네가 휘휘휘 불어와
너와 나 나눈 수많은 밤
나를 취하게 만들어
별이 빛나는 밤
야야야야이야
별이 빛나는 밤
야야야야야야야 별이 빛나는 밤",떠나간 연인에 대한 그리움과 애틋함을 자연과 시간에 빗대어 은유적으로 표현한 곡이다.,사랑을 떠난 연인을 그리워하는 마음을 자연의 아름다움과 함께 표현한 곡. 현실을 부정해도 마음 속에 남은 사랑의 흔적.
주지마,"로꼬, 화사 (HWASA)",건반 위의 하이에나 Part.4,"위험해 아슬아슬해
간신히 끈을 잡았는데
넌 가위질을 하려고 해
너의 호의는 필요 없어
인내심이 많지 않아 내겐
유혹으로밖에 안 보여
오지마 내게 오지마
선 넘지마 please
주지마 술은 주지마
취하면 너 어떻게 해볼라니까
넌 내게 술을 권하지마
후회할 걸 알아
넌 내게 용기를 주지마
오늘뿐인 걸 알고 있어
내게 진심을 바라면
그 술은 절대 주지마
헛소릴 하고 악마의 춤을 출거니까
마치 밖엔 시원한 바람이 불지만
세상이 너무 험해서
널 내 옆에만 둘 거니까
남자는 전부 똑같대
아니 술 마신 남잔 다 똑같애
너 말곤 아무것도 안 보인다는 건
니가 아닌 다른 것들은
다 잊고 있는 거야
그러니까 내게 술을 주지마
맨 정신에도 충분히 외로우니까
가위질을 하게 날 내버려 두지마
사랑 찍고 본능 알기 전에
너부터 먼저 알고 싶으니까
야 이성적이고 싶어
이게 나잇값이라는데
싸게 주고 싶어
굳이 움직이지 않아도 돼
내가 하는 말이 수작이 되지 않게
기분 좋게 우리 물 잔으로 짠 해
넌 내게 술을 권하지마
후회할 걸 알아
넌 내게 용기를 주지마
오늘뿐인 걸 알고 있어
한잔 두잔 비워내기 싫어
더 이상 내게 높은 기분을 주지마
한잔 두잔 비워내기 싫어
자꾸 건배하듯이 눈을 맞추지마
한잔 두잔 비워내기 싫어
한잔 두잔 비워내기 싫어
I DON’T CARE WHO YOU ARE
DON’T MAKE ME CRY
I DON’T CARE WHO YOU ARE
I DON’T CARE WHO YOU ARE
DON’T LET ME LIE
I DON’T CARE WHO YOU ARE
I DON’T CARE WHO YOU ARE
DON’T MAKE ME CRY
I DON’T CARE WHO YOU ARE
I DON’T CARE WHO YOU ARE
DON’T LET ME LIE
I DON’T CARE WHO YOU ARE",술자리에서 생길 수 있는 남녀 간의 묘한 감정선을 잘 표현한 곡이다. 더불어 블루지한 기타 선율과 서로의 속마음을 엿볼 수 있는 솔직하고 재치 있는 가사가 곡에 몰입감을 더한다.,술자리에서의 복잡한 감정을 솔직하게 그려낸 곡. 블루지한 기타 선율과 속마음을 엿볼 수 있는 가사가 몰입을 더한다.
Roller Coaster,청하,Offset,"I remember very first time in love
I remember oh oh
I remember oh oh
너도 같은 기분일까 so I'm in love
I remember oh oh
I remember oh
어머 이래도 되는지 싶어 aha
그래 너 때문에 매일 즐거워
조금 서두르는 것 같아도 baby
I need your love oh oh
I need your love oh oh oh
심장이 훅 내려앉게 달콤해
가끔은 상처받을까 걱정돼
처음부터 모든 걸 알 순 없겠지
하지만 난 다 던져볼래
자꾸 아찔한 이 느낌
위험한 이 느낌
내 손을 꼭 잡아줘 I want you
흔들리지 않게 조금 더 뜨겁게
나를 꼭 더 안아줘
넌 롤러코스터 ooh ahh
롤러코스터 uh woh ahh
I need your love ooh ahh
baby your love uh woh ahh
빤히 바라볼 때 가슴이 떨려
아닌 척 해봐도 뻔히 다 걸려
내가 먼저 말하지 않아도
이미 다 알아
넌 내 맘과 같아 aha
너무 빠른 건 아닐까 싶어 aha
근데 너 때문에 매일 새로워
조금 서툴러도 눈 감아줘 baby
I need your love oh oh
I need your love oh oh oh
시간이 멈춘 것처럼 달콤해
갑자기 날 떠날까 봐 걱정돼
처음부터 모든 걸 알 순 없겠지
하지만 난 다 던져볼래
자꾸 아찔한 이 느낌
위험한 이 느낌
내 손을 꼭 잡아줘 I want you
흔들리지 않게 조금 더 뜨겁게
나를 꼭 더 안아줘
넌 롤러코스터 ooh ahh
롤러코스터 uh woh ahh
I need your love ooh ahh
Baby your love uh woh ahh
어쩌다 찾아온 내 사랑
I love you I love you
모든 게 꿈이 아니기를
I love you I love you
Look
넌 롤러코스터 ooh ahh
넌 롤러코스터 baby
롤러코스터 uh woh ahh
롤러코스터 baby
I need your love ooh ahh
baby I need you love
baby your love uh woh ahh
롤러코스터
롤러코스터",누군가와 사랑에 빠졌을 때 너무나 달콤하지만 가끔은 아찔하고 위험한 기분을 느끼는 현재 상황을 롤러코스터에 비유하여 표현하였다.,"사랑에 빠져 달콤하고 아찔한 롤러코스터 같은 감정을 표현한 곡. 사랑의 달콤함과 위험함을 넘나드는 설레는 느낌을 표현하며, 상대방과 함께하는 모든 순간을 소중히 여기는 이야기."
DNA,방탄소년단,LOVE YOURSELF 承 'Her',"첫눈에 널 알아보게 됐어
서롤 불러왔던 것처럼
내 혈관 속 DNA가 말해줘
내가 찾아 헤매던 너라는 걸
우리 만남은 수학의 공식
종교의 율법 우주의 섭리
내게 주어진 운명의 증거
너는 내 꿈의 출처
Take it take it
너에게 내민 내 손은 정해진 숙명
걱정하지 마 love
이 모든 건 우연이 아니니까
우린 완전 달라 baby
운명을 찾아낸 둘이니까
우주가 생긴 그 날부터 계속
무한의 세기를 넘어서 계속
우린 전생에도 아마 다음 생에도
영원히 함께니까
이 모든 건 우연이 아니니까
운명을 찾아낸 둘이니까
DNA
I want it this love
I want it real love
난 너에게만 집중해
좀 더 세게 날 이끄네
태초의 DNA 가 널 원하는데
이건 필연이야 I love us
우리만이 true lovers
그녀를 볼 때마다 소스라치게 놀라
신기하게 자꾸만 숨이 멎는 게
참 이상해 설마
이런 게 말로만 듣던
사랑이란 감정일까
애초부터 내 심장은 널 향해 뛰니까
걱정하지 마 love
이 모든 건 우연이 아니니까
우린 완전 달라 baby
운명을 찾아낸 둘이니까
우주가 생긴 그 날부터 계속
무한의 세기를 넘어서 계속
우린 전생에도 아마 다음 생에도
영원히 함께니까
이 모든 건 우연이 아니니까
운명을 찾아낸 둘이니까
DNA
돌아보지 말아
운명을 찾아낸 우리니까
후회하지 말아 baby
영원히
영원히
영원히
영원히
함께니까
걱정하지 마 love
이 모든 건 우연이 아니니까
우린 완전 달라 baby
운명을 찾아낸 둘이니까
La la la la la
La la la la la
우연이 아니니까
La la la la la
La la la la la
우연이 아니니까
DNA","청춘의 풋풋하고 패기 넘치는 사랑의 마음을 표현한 타이틀곡 ""DNA""는 우리 둘은 태초부터 운명적으로 얽혀 있으며, DNA부터 하나였다는 메시지를 담고 있다.","청춘의 열정과 운명적 사랑을 담은 ""DNA""는 우리 둘의 연결을 태초부터 이어나가며 우연이 아닌 운명을 찾아가는 이야기를 담고 있습니다. 함께한 전생과 다음 생까지 영원토록 이어지는 사랑의 이야기를 담은 곡입니다."
가을 안부,먼데이 키즈 (Monday Kiz),가을 안부,"어떠니 잘 지냈니 지난 여름
유난히도 힘에 겹더라 올핸
새벽녘엔 제법 쌀쌀한 바람이 어느덧
니가 좋아하던 그 가을이 와
사랑도 그러게 별수없나 봐
언제 그랬냐는 듯 계절처럼 변해가
그리워져 미치도록 사랑한 그날들이
내 잃어버린 날들이
참 많이 웃고 울었던 그때
그 시절의 우리
니가 떠올라 밤새
참 아프다 니가 너무 아프다
너를 닮은 이 시린 가을이 오면
보고 싶어서 너를 안고 싶어서
가슴이 너를 앓는다
어떠니 넌 괜찮니 지금쯤은
나를 잊고 편안해졌니 이젠
우습지 잘살길 바라면서도
막상 날 잊었을 널 떠올리면 서글퍼
그리워져 미치도록 사랑한 그날들이
내 잃어버린 날들이
참 많이 웃고 울었던 그때
그 시절의 우리
니가 떠올라 밤새
참 아프다 니가 너무 아프다
너를 닮은 이 시린 가을이 오면
보고 싶어서 너를 안고 싶어서
가슴이 너를 앓는다
너라는 계절 안에 살아
여전히 너를 꿈꾸며
고마워져 그 날들이
내 지나버린 날들이
추억은 짐이 아니라
살게 하는 힘이란 걸
가르쳐준 너니까
또 설렌다 아프도록 설렌다
너를 닮은 눈부신 가을이 오면
니가 떠올라 그리움이 차올라
눈물로 너를 앓는다
밤새 또 너를 앓는다","무더웠던 여름을 지나 가을이 되면 생각나는 한 사람에 대해 쓴 이야기다.
도입부 그 동안의 안부를 묻는듯한 목소리와 가을이 되면 느껴지는 그리움, 추억에 대한 애절한 감성을 노래했다.
",한 사람을 그리워하는 감성적인 가을 노래. 추억에 젖어 눈물로 그리움을 표현한 곡.
FAKE LOVE,방탄소년단,LOVE YOURSELF 轉 'Tear',"널 위해서라면 난
슬퍼도 기쁜 척 할 수가 있었어
널 위해서라면 난
아파도 강한 척 할 수가 있었어
사랑이 사랑만으로 완벽하길
내 모든 약점들은 다 숨겨지길
이뤄지지 않는 꿈속에서
피울 수 없는 꽃을 키웠어
I'm so sick of this
Fake Love Fake Love Fake Love
I'm so sorry but it's
Fake Love Fake Love Fake Love
I wanna be a good man just for you
세상을 줬네 just for you
전부 바꿨어 just for you
Now I dunno me who are you
우리만의 숲 너는 없었어
내가 왔던 route 잊어버렸어
나도 내가 누구였는지도
잘 모르게 됐어
거울에다 지껄여봐 너는 대체 누구니
널 위해서라면 난
슬퍼도 기쁜 척 할 수가 있었어
널 위해서라면 난
아파도 강한 척 할 수가 있었어
사랑이 사랑만으로 완벽하길
내 모든 약점들은 다 숨겨지길
이뤄지지 않는 꿈속에서
피울 수 없는 꽃을 키웠어
Love you so bad Love you so bad
널 위해 예쁜 거짓을 빚어내
Love it’s so mad
Love it’s so mad
날 지워 너의 인형이 되려 해
Love you so bad
Love you so bad
널 위해 예쁜 거짓을 빚어내
Love it’s so mad
Love it’s so mad
날 지워 너의 인형이 되려 해
I'm so sick of this
Fake Love Fake Love Fake Love
I'm so sorry but it's
Fake Love Fake Love Fake Love
Why you sad I don't know 난 몰라
웃어봐 사랑해 말해봐
나를 봐 나조차도 버린 나
너조차 이해할 수 없는 나
낯설다 하네
니가 좋아하던 나로 변한 내가
아니라 하네
예전에 니가 잘 알고 있던 내가
아니긴 뭐가 아냐 난 눈 멀었어
사랑은 뭐가 사랑
It's all fake love
Woo I dunno I dunno I dunno why
Woo 나도 날 나도 날 모르겠어
Woo I just know I just know
I just know why
Cuz it’s all Fake Love
Fake Love Fake Love
Love you so bad Love you so bad
널 위해 예쁜 거짓을 빚어내
Love it’s so mad
Love it’s so mad
날 지워 너의 인형이 되려 해
Love you so bad Love you so bad
널 위해 예쁜 거짓을 빚어내
Love it’s so mad
Love it’s so mad
날 지워 너의 인형이 되려 해
I'm so sick of this
Fake Love Fake Love Fake Love
I'm so sorry but it's
Fake Love Fake Love Fake Love
널 위해서라면 난
슬퍼도 기쁜 척 할 수가 있었어
널 위해서라면 난
아파도 강한 척 할 수가 있었어
사랑이 사랑만으로 완벽하길
내 모든 약점들은 다 숨겨지길
이뤄지지 않는 꿈속에서
피울 수 없는 꽃을 키웠어",운명인 줄 알았던 사랑이 거짓이었다는 것을 깨닫는 내용을 담고 있다.,"사랑이 완벽할 것이라고 믿었지만, 모든 것이 거짓으로 비치는 곡. 운명이라고 믿었던 사랑이 거짓이라는 충격을 받는 이의 이야기. 혼란스러운 감정을 솔직하게 표현한 곡."
Dance The Night Away,TWICE (트와이스),Summer Nights,"라라라라라라라 라라라라라라라
You and me in the moonlight
별 꽃 축제 열린 밤
파도 소리를 틀고 춤을 추는 이 순간
이 느낌 정말 딱야
바다야 우리와 같이 놀아
바람아 너도 이쪽으로 와
달빛 조명 아래서 너와 나와 세상과
다 같이 Party all night long yeah
it’s good
If you wanna have some fun
짭짤한 공기처럼 이 순간의 특별한
행복을 놓치지마
One two three let’s go
저 우주 위로 날아갈 듯 춤추러 가
Hey Let’s dance the night away
Let’s dance the night away
One two three let’s go
저 바다 건너 들릴 듯 소리 질러
let’s dance the night away
Dance the night away
Let’s dance the night away
Dance the night away
Let’s dance the night away
You and me in this cool night
미소 짓는 반쪽 달
그 언젠가 너와 나 저 달 뒷면으로 가
파티를 열기로 약속
yeah it’s good
If you wanna have some fun
은빛 모래알처럼 이 순간의 특별한
행복을 놓치지 마
One two three let’s go
저 우주 위로 날아갈 듯 춤추러 가
Hey Let’s dance the night away
Let’s dance the night away
One two three let’s go
저 바다 건너 들릴 듯 소리 질러
let’s dance the night away
오늘이 마지막인 듯
소리 질러 저 멀리
끝없이 날아오를 듯
힘껏 뛰어 더 높이
오늘이 마지막인 듯
소리 질러 저 멀리
쏟아지는 별빛과
Let’s dance the night away
Let’s dance the night away
One two three let’s go
저 바다 건너 들릴 듯 소리 질러
let’s dance the night away
Let’s dance the night away
Dance the night away
Dance the night away
Dance the night away
Let’s dance the night away",매 순간 특별한 행복을 품고 살아가는 청춘을 표현한 업템포 팝곡이다. 아름답고 밝은 에너지를 담아내며 한여름 무더위를 싹 가시게 할 만큼 시원하고 청량한 분위기를 풍기는 것이 특징. ,"한여름 밤, 바닷가에서의 파티 분위기를 담은 팝곡. 달빛 아래서 춤추며 즐기는 특별한 순간을 통해 행복과 청춘의 에너지를 전하는 곡이다. 함께 춤추며 지금 이 순간을 즐기는 청춘들의 이야기."
꽃 길,BIGBANG (빅뱅),꽃 길,"그땐 참 좋았는데 말이야
너와 함께할 수만 있다면
때론 외롭고 슬퍼도 말이야
너와 같이 할 수만 있다면
Sing it na na na
노래해 나나나
우리 이게 마지막이 아니야
부디 또 만나요 꽃이 피면
때론 꽤 별난 일이 많아
넌 나 같이 못난 놈을 만나
다시 누군갈 사랑할 수 있을까
너 아니라면 그럴 일은 없을 것 같아
나 의식 없이 발길 흐름대로 가던 길
날 화려히 비춰주던 네 빛 한줄기
그 전율이 느껴지는 예쁜 꽃 길
그곳에 너로 인해 설수 있던
Roly poly toy
떠나려거든 보내 드리오리다
님이 가시는 길에 꽃을 뿌리오리다
그리워지면 돌아와 줘요
그때 또 다시 날 사랑해줘요
이 꽃 길 따라 잠시 쉬어가다가
그 자리 그곳에서 날 기다려요
그땐 참 좋았는데 말이야
너와 함께할 수만 있다면
때론 외롭고 슬퍼도 말이야
너와 같이 할 수만 있다면
많이 울기도 했지만 웃은 일도 많아
내 머릿속 안에는 추억이 너무 많아
이 또한 지나갈 테니까
이 다음에 만나요 꽃이 피면
1년 365 이 세상 하나뿐인
넌 내 음악의 Motive
날 일깨워주는 은인
네 커다란 꽃밭에 기대어
막 떠오르던 가사말
아직도 참 생생해 빠담빠담
너란 만개 한
꽃의 색은 100000 개
무한대 거대한 울림
Vivaldi의 사계
아직도 그댄 내 맘에
담을 수 없는 그림
내 눈을 의심하지
You are my Magical Queen
떠나려거든 보내 드리오리다
님이 가시는 길에 꽃을 뿌리오리다
그리워지면 돌아와 줘요
그때 또 다시 날 사랑해줘요
이 꽃 길 따라 잠시 쉬어가다가
그 자리 그곳에서 날 기다려요
꽃 잎 따다 입을 맞추죠
얼굴은 빨개지고
꽃 길을 깔아 준비를 하죠
그대가 오시는 길
그리워지면 돌아와 줘요
그때 또 다시 날 사랑해줘요
이 꽃 길 따라 잠시 쉬어가다가
그 자리 그곳에서 날 기다려요
꽃 잎 따다 입을 맞추죠
얼굴은 빨개지고
꽃 길을 깔아 준비를 하죠
그 자리 그곳에서 날 기다려요",잠시의 이별을 앞둔 사람에게 전하는 진심이 돋보이는 곡이다.,그때 함께했던 추억을 회상하며 이별을 앞둔 마음을 표현한 곡. 함께할 수만 있다면 외로움과 슬픔을 이겨낼 수 있을 것 같아. 함께한 시간이 소중하고 그리워지면 돌아와 주길 바라며 노래한다.
열애중,벤,RECIPE,"아직 이별 중인 나에겐
끝이 아닌 것만 같아서
다른 사랑 중인 너지만
나는 아직 너와 열애 중
나도 너만큼만 헤어지고 싶어
아니 너보다 더 행복하고 싶어
너는 어떻게 날 잊었는지 가르쳐줘
아직 이별 중인 나에게
난 아직 열애 중
누구보다 뜨겁게 사랑해 열애 중
헤어져도 헤어진 적 없어
언젠가 내가 너와 이별할 수 있을까
너만 모르게 나는 아직 너와 열애 중
매일 이별하고 있지만
아직 너를 기다리는 중
나도 너만큼만 못돼지고 싶어
아니 너보다 더 나빠지고 싶어
너는 어떻게 날 잊었는지 가르쳐줘
아직 이별 중인 나에게
난 아직 열애 중
누구보다 뜨겁게 사랑해 열애 중
헤어져도 헤어진 적 없어
언젠가 내가 너와 이별할 수 있을까
아무도 모르게 여기서 널 멈추면
정말 이별이 될까 봐
그게 마지막이 될까 봐
널 후회하는 중
누구보다 너를 많이 원망하는 중
미워해도 미워한 적 없어
언젠가 내가 너를 잊고 살 수 있을까
너만 모르게 나는 아직 너와 열애 중","믿을 수도, 인정할 수도 없는 이별의 슬픔과 잊지 못하는 마음을 '헤어져도 헤어진 적 없어 열애중' 이라는 가사 속에 담아낸 곡이다.
이별을 했지만
마치 계속해서 연애를 하고 있는 것처럼 생각하는 마음을 노래한다.",이별한 상태지만 마음은 아직 연애 중인 주인공의 복잡한 감정을 담은 곡. 이별을 했지만 마음속으로는 여전히 상대방과의 사랑을 이어가고 싶어하는 열망이 노래된다.
미안해,양다일,inside,"습관처럼 떠오르던
눈에 아른거리던 네 모습이
더는 그려지지 않아
거짓뿐이었던 너의 말과
너도 모르는 너의 모습들을
더는 원치 않아
단 한 번뿐인 이별에도 말하지 못한
너의 진심을 이젠 다 알 것 같은데
미안해 더는 널 바라보지 않아
미안해 더는 나 후회하지 않아
다시 널 마주할 그 순간에도
널 사랑하지 않아 말할 수 있어
수화기 너머 들리는
지친 날 위로하던 네 목소리
더는 그려지지 않아
함께 쌓았던 추억과
그 많던 말들이 아쉬워서
전하지 못한 말들이
미안해 더는 널 바라보지 않아
미안해 더는 나 후회하지 않아
다시 널 마주할 그 순간에도
널 사랑하지 않아 말할 수 있어
어색하게 만난 우리 시작도
처음 고백했던 그 순간들도
다 어제 같은 일인데
누굴 만나 사랑한다는 게
너를 만나 내가 변해간단 게
이젠 없어
미안해 더는 널 사랑하지 않아
미안해 더는 나 후회하지 않아
힘든 시간들에 지쳐갈 때도
이렇게 해야만 내가 편할 것 같아","사랑을 할 때며, 이별을 할 때며, 생각보다 순간마다 많은 감정이 있더라.
사랑을 할 때는 사랑을 하다가도 미워지고, 다시 사랑을 하다가 이별을 하면 원망스럽다가도 아련해지고, 결국엔 잊어버리고 마는 여러 감정이 뒤섞이다 보니, 시간이 지나면서 내가 열렬히 사랑했던 그 마음 자체가 때때로 무색해지는 것 같아서 그때 그때의 마음을 기록하다시피 만들어보았다.
","가사 속에서는 이별의 아픔과 변화를 다루고 있습니다. 사랑과 이별의 복잡한 감정을 표현하며, 상대에게 대한 미안함과 감정의 솔직한 변화를 솔직하게 전달하고 있습니다."
What is Love?,TWICE (트와이스),What is Love?,"매일같이 영화 속에서나
책 속에서나 드라마 속에서
사랑을 느껴
Um 사랑을 배워
내 일처럼 자꾸 가슴이 뛰어
두근두근거려 설레임에 부풀어 올라
Um 궁금해서 미칠 것만 같아
Ooh 언젠간 내게도
이런 일이 실제로 일어날까
그게 언제쯤일까 어떤 사람일까
I wanna know
사탕처럼 달콤하다는데
I wanna know
하늘을 나는 것 같다는데
I wanna know know know know
What is love
사랑이 어떤 느낌인지
I wanna know
하루 종일 웃고 있다는데
I wanna know
세상이 다 아름답다는데
I wanna know know know know
What is love
언젠간 나에게도 사랑이 올까
지금 이런 상상만으로도
떠올려만 봐도
가슴이 터질 것 같은데
Um 이렇게 좋은데
만일 언젠가 진짜로 내게
사랑이 올 때 난 울어버릴지도 몰라
Um 정말 궁금해 미칠 것만 같아
Ooh 언젠간 내게도
이런 일이 실제로 일어날까
그게 언제쯤일까 어떤 사람일까
I wanna know
사탕처럼 달콤하다는데
I wanna know
하늘을 나는 것 같다는데
I wanna know know know know
What is love
사랑이 어떤 느낌인지
I wanna know
하루 종일 웃고 있다는데
I wanna know
세상이 다 아름답다는데
I wanna know know know know
What is love
언젠간 나에게도 사랑이 올까
지금 세상 어느 곳에 살고 있는지
도대체 언제쯤 나와 만나게 될는지
언제 어떻게 우리의 인연은
시작될는지 모르지만 느낌이 어쩐지
진짜 좋을 것 같아 왠지
영화 드라마보다도 더 멋진
사랑이 올 거야 내 예감 언제나 맞지
어서 나타나봐
나는 다 준비가 됐지 Ready
어디 있을까 찾아낼 거야
어디 있을까 보고 싶어 죽겠어
더 이상 참을 수 없을 것만 같아
사탕처럼 달콤하다는데
하늘을 나는 것 같다는데
I wanna know know know know
What is love
사랑이 어떤 느낌인지
하루 종일 웃고 있다는데
세상이 다 아름답다는데
I wanna know know know know
What is love
언젠간 나에게도 사랑이 올까
I wanna know
I wanna know
I wanna know know know know
What is love
I wanna know I wanna know
I wanna know
I wanna know
I wanna know know know know
What is love
I wanna know","사랑이 궁금한 소녀의 벅차고도 설레는 마음을 담았다. 사랑을 책으로 배운, 혹은 영화나 드라마로 배운 소녀들의 호기심과 상상을 다룬 곡이다.",사랑에 대한 궁금증과 설레임을 담은 소녀의 이야기. 영화나 책 속에서 배운 사랑의 달콤함과 설레임을 노래한 곡.
그리워하다,비투비,Brother Act.,"My life is incomplete
It’s Missing you
오늘도 하루를 보내 다를 게 없이
하나도 안 어색해 혼자 있는 게
너 없인 안될 것 같던 내가 이렇게 살아
근데 좀 허전해 난 여전히 거기 있나 봐
후련하게 다 털어내 다 다
지난 일에 마음 쓰는 게
It’s alright
답이 잘 보이는가 싶다가도
어느새 날 가두는 감옥이 돼
시간은 앞으로만 가는 걸 어째
그 동안 난 아무것도 이룬 것이 없네
아직도 내 마음속엔 너 Oh oh
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
다 괜찮을 거라 되뇌어 봐도
내 하루에 끝엔 또 너로 남아
너 없인 안될 것 같던 내가 이렇게 살아
사실 좀 허전해 넌 여전히 여기 있나 봐
내 마음은 여전해 아직 너를 원해
몇 년이 지나도 난 아직 널 그리워해
난 아직 기억해 우리 처음 봤을 때
네 옷차림과 머리 스타일도
다 정확하게
I pray for you every night and day
I hope that someday soon
I can see you once again
아직도 내 마음속엔 너 Oh oh
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
잠에서 깨어 헝클어진 머리처럼
내 일상도
꽤나 엉망이 돼버렸어 책임져
아무렇지 않은 척
드리워진 표정도 내 모든 곳에
스며든 네 흔적도 다 책임져 아직도 난
잊을 수 없나 봐 다시 돌아와 줘
또다시 같은 엔딩이라 해도 너
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
너를 잊으려 하다 하루가 지나가도
너를 지우려 하다 일 년이 가버려도
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
그리워하다 그리워하다",시간이 지났음에도 헤어진 연인을 그리워하는 진솔한 감정을 편안한 멜로디와 절제된 사운드로 덤덤하게 풀어냈다.,헤어진 연인을 그리워하는 진솔한 감정을 편안한 멜로디와 절제된 사운드로 표현한 곡입니다.
